Transcript stable ID	Protein stable ID
ENSDART00000055709	ENSDARP00000055708
ENSDART00000055710	ENSDARP00000055709
ENSDART00000055742	ENSDARP00000055741
ENSDART00000055756	ENSDARP00000055755
ENSDART00000055766	ENSDARP00000055765
ENSDART00000055810	ENSDARP00000055809
ENSDART00000055861	ENSDARP00000055860
ENSDART00000055866	ENSDARP00000055865
ENSDART00000055869	ENSDARP00000055868
ENSDART00000055872	ENSDARP00000055871
ENSDART00000055921	ENSDARP00000055920
ENSDART00000055932	ENSDARP00000055931
ENSDART00000056034	ENSDARP00000056033
ENSDART00000056035	ENSDARP00000056034
ENSDART00000056065	ENSDARP00000056064
ENSDART00000056074	ENSDARP00000056073
ENSDART00000056081	ENSDARP00000056080
ENSDART00000056101	ENSDARP00000056100
ENSDART00000056103	ENSDARP00000056102
ENSDART00000056151	ENSDARP00000056150
ENSDART00000056161	ENSDARP00000056160
ENSDART00000056162	ENSDARP00000056161
ENSDART00000056180	ENSDARP00000056179
ENSDART00000056188	ENSDARP00000056187
ENSDART00000056205	ENSDARP00000056204
ENSDART00000056248	ENSDARP00000056247
ENSDART00000056252	ENSDARP00000056251
ENSDART00000056267	ENSDARP00000056266
ENSDART00000056277	ENSDARP00000056276
ENSDART00000056278	ENSDARP00000056277
ENSDART00000056357	ENSDARP00000056356
ENSDART00000056466	ENSDARP00000056465
ENSDART00000056522	ENSDARP00000056521
ENSDART00000056536	ENSDARP00000056535
ENSDART00000056544	ENSDARP00000056543
ENSDART00000056561	ENSDARP00000056560
ENSDART00000056570	ENSDARP00000056569
ENSDART00000056618	ENSDARP00000056617
ENSDART00000056621	ENSDARP00000056620
ENSDART00000056640	ENSDARP00000056639
ENSDART00000056655	ENSDARP00000056654
ENSDART00000056657	ENSDARP00000056656
ENSDART00000056723	ENSDARP00000056722
ENSDART00000056734	ENSDARP00000056733
ENSDART00000056742	ENSDARP00000056741
ENSDART00000056750	ENSDARP00000056749
ENSDART00000056765	ENSDARP00000056764
ENSDART00000056787	ENSDARP00000056786
ENSDART00000056790	ENSDARP00000056789
ENSDART00000056822	ENSDARP00000056821
ENSDART00000056865	ENSDARP00000056864
ENSDART00000056878	ENSDARP00000056877
ENSDART00000056882	ENSDARP00000056881
ENSDART00000056919	ENSDARP00000056918
ENSDART00000056921	ENSDARP00000056920
ENSDART00000056963	ENSDARP00000056962
ENSDART00000056996	ENSDARP00000056995
ENSDART00000057044	ENSDARP00000057043
ENSDART00000057124	ENSDARP00000057123
ENSDART00000057174	ENSDARP00000057173
ENSDART00000057216	ENSDARP00000057215
ENSDART00000057257	ENSDARP00000057256
ENSDART00000057288	ENSDARP00000057287
ENSDART00000057291	ENSDARP00000057290
ENSDART00000057321	
ENSDART00000057500	ENSDARP00000057499
ENSDART00000057525	ENSDARP00000057524
ENSDART00000057528	ENSDARP00000057527
ENSDART00000057574	ENSDARP00000057573
ENSDART00000057584	ENSDARP00000057583
ENSDART00000057599	ENSDARP00000057598
ENSDART00000057601	ENSDARP00000057600
ENSDART00000057612	ENSDARP00000057611
ENSDART00000057624	ENSDARP00000057623
ENSDART00000057642	ENSDARP00000057641
ENSDART00000057686	ENSDARP00000057685
ENSDART00000057689	ENSDARP00000057688
ENSDART00000057697	ENSDARP00000057696
ENSDART00000057700	ENSDARP00000057699
ENSDART00000057733	ENSDARP00000057732
ENSDART00000057762	ENSDARP00000057761
ENSDART00000057819	ENSDARP00000057818
ENSDART00000057823	ENSDARP00000057822
ENSDART00000057866	ENSDARP00000057865
ENSDART00000057869	ENSDARP00000057868
ENSDART00000057874	ENSDARP00000057873
ENSDART00000057879	ENSDARP00000057878
ENSDART00000057918	ENSDARP00000057917
ENSDART00000057948	ENSDARP00000057947
ENSDART00000057981	ENSDARP00000057980
ENSDART00000057983	ENSDARP00000057982
ENSDART00000058007	ENSDARP00000058006
ENSDART00000058032	ENSDARP00000058031
ENSDART00000058065	ENSDARP00000058064
ENSDART00000058095	ENSDARP00000058094
ENSDART00000058099	ENSDARP00000058098
ENSDART00000058100	ENSDARP00000058099
ENSDART00000058111	ENSDARP00000058110
ENSDART00000058290	ENSDARP00000058289
ENSDART00000058311	ENSDARP00000058310
ENSDART00000058324	ENSDARP00000058323
ENSDART00000058327	ENSDARP00000058326
ENSDART00000058336	ENSDARP00000058335
ENSDART00000058339	ENSDARP00000058338
ENSDART00000058346	ENSDARP00000058345
ENSDART00000058351	ENSDARP00000058350
ENSDART00000058383	ENSDARP00000058382
ENSDART00000058384	ENSDARP00000058383
ENSDART00000058400	ENSDARP00000058399
ENSDART00000058407	ENSDARP00000058406
ENSDART00000058457	ENSDARP00000058456
ENSDART00000058460	ENSDARP00000058459
ENSDART00000058466	ENSDARP00000058465
ENSDART00000058468	ENSDARP00000058467
ENSDART00000058472	ENSDARP00000058471
ENSDART00000058473	ENSDARP00000058472
ENSDART00000058474	ENSDARP00000058473
ENSDART00000058484	ENSDARP00000058483
ENSDART00000058491	ENSDARP00000058490
ENSDART00000058513	ENSDARP00000058512
ENSDART00000058530	ENSDARP00000096474
ENSDART00000058532	ENSDARP00000058531
ENSDART00000058562	ENSDARP00000058561
ENSDART00000058564	ENSDARP00000058563
ENSDART00000058565	ENSDARP00000058564
ENSDART00000058569	ENSDARP00000058568
ENSDART00000058622	ENSDARP00000058621
ENSDART00000058628	ENSDARP00000058627
ENSDART00000058647	ENSDARP00000058646
ENSDART00000058666	ENSDARP00000058665
ENSDART00000058703	ENSDARP00000058702
ENSDART00000058719	ENSDARP00000058718
ENSDART00000058728	ENSDARP00000058727
ENSDART00000058737	ENSDARP00000058736
ENSDART00000058777	ENSDARP00000058776
ENSDART00000058779	ENSDARP00000058778
ENSDART00000058789	ENSDARP00000058788
ENSDART00000058843	ENSDARP00000058842
ENSDART00000058870	ENSDARP00000058869
ENSDART00000058876	ENSDARP00000058875
ENSDART00000058877	ENSDARP00000058876
ENSDART00000058894	ENSDARP00000058893
ENSDART00000058908	ENSDARP00000058907
ENSDART00000058910	ENSDARP00000058909
ENSDART00000058913	ENSDARP00000058912
ENSDART00000058938	ENSDARP00000058937
ENSDART00000058955	ENSDARP00000058954
ENSDART00000058956	ENSDARP00000058955
ENSDART00000058959	ENSDARP00000058958
ENSDART00000058965	ENSDARP00000058964
ENSDART00000058974	ENSDARP00000058973
ENSDART00000058992	ENSDARP00000058991
ENSDART00000059003	ENSDARP00000059002
ENSDART00000059021	
ENSDART00000059028	ENSDARP00000059027
ENSDART00000059035	ENSDARP00000059034
ENSDART00000059053	ENSDARP00000059052
ENSDART00000059063	ENSDARP00000059062
ENSDART00000059102	ENSDARP00000059101
ENSDART00000059126	ENSDARP00000059125
ENSDART00000059135	ENSDARP00000059134
ENSDART00000059208	ENSDARP00000059207
ENSDART00000059212	ENSDARP00000059211
ENSDART00000059226	ENSDARP00000059225
ENSDART00000059227	ENSDARP00000059226
ENSDART00000059231	ENSDARP00000059230
ENSDART00000059285	ENSDARP00000059284
ENSDART00000059298	ENSDARP00000059297
ENSDART00000059307	ENSDARP00000059306
ENSDART00000059321	ENSDARP00000059320
ENSDART00000059360	ENSDARP00000059359
ENSDART00000059366	ENSDARP00000059365
ENSDART00000059394	ENSDARP00000059393
ENSDART00000059400	ENSDARP00000059399
ENSDART00000059402	ENSDARP00000059401
ENSDART00000059440	ENSDARP00000059439
ENSDART00000059443	ENSDARP00000059442
ENSDART00000059447	ENSDARP00000059446
ENSDART00000059448	ENSDARP00000059447
ENSDART00000059480	ENSDARP00000059479
ENSDART00000059508	ENSDARP00000059507
ENSDART00000059533	ENSDARP00000059532
ENSDART00000059549	ENSDARP00000059548
ENSDART00000059550	ENSDARP00000059549
ENSDART00000059586	ENSDARP00000059585
ENSDART00000059623	ENSDARP00000059622
ENSDART00000059628	ENSDARP00000059627
ENSDART00000059652	ENSDARP00000059651
ENSDART00000059667	ENSDARP00000059666
ENSDART00000059690	ENSDARP00000059689
ENSDART00000059796	ENSDARP00000059795
ENSDART00000059800	ENSDARP00000059799
ENSDART00000059869	ENSDARP00000059868
ENSDART00000059893	ENSDARP00000059892
ENSDART00000059956	ENSDARP00000059955
ENSDART00000059961	ENSDARP00000059960
ENSDART00000060015	ENSDARP00000060014
ENSDART00000060025	ENSDARP00000124630
ENSDART00000060030	ENSDARP00000060029
ENSDART00000060037	ENSDARP00000060036
ENSDART00000060049	ENSDARP00000060048
ENSDART00000060157	ENSDARP00000060156
ENSDART00000060181	ENSDARP00000060180
ENSDART00000060184	ENSDARP00000060183
ENSDART00000060225	ENSDARP00000060224
ENSDART00000060226	ENSDARP00000060225
ENSDART00000060243	ENSDARP00000060242
ENSDART00000060244	ENSDARP00000060243
ENSDART00000060245	ENSDARP00000060244
ENSDART00000060246	ENSDARP00000060245
ENSDART00000060251	ENSDARP00000060250
ENSDART00000060255	ENSDARP00000060254
ENSDART00000060259	ENSDARP00000060258
ENSDART00000060291	ENSDARP00000060290
ENSDART00000060311	ENSDARP00000060310
ENSDART00000060321	ENSDARP00000060320
ENSDART00000060336	ENSDARP00000060335
ENSDART00000060363	ENSDARP00000060362
ENSDART00000060424	ENSDARP00000060423
ENSDART00000060444	ENSDARP00000060443
ENSDART00000060469	ENSDARP00000060468
ENSDART00000060532	ENSDARP00000060531
ENSDART00000060539	ENSDARP00000060538
ENSDART00000060545	ENSDARP00000060544
ENSDART00000060590	ENSDARP00000060589
ENSDART00000060593	ENSDARP00000060592
ENSDART00000060628	ENSDARP00000060627
ENSDART00000060633	ENSDARP00000060632
ENSDART00000060695	ENSDARP00000060694
ENSDART00000060729	ENSDARP00000060728
ENSDART00000060744	ENSDARP00000060743
ENSDART00000060764	ENSDARP00000060763
ENSDART00000060789	
ENSDART00000060812	ENSDARP00000060811
ENSDART00000060839	ENSDARP00000060838
ENSDART00000060853	ENSDARP00000060852
ENSDART00000060861	ENSDARP00000060860
ENSDART00000060877	ENSDARP00000060876
ENSDART00000060880	ENSDARP00000060879
ENSDART00000060883	ENSDARP00000060882
ENSDART00000060888	ENSDARP00000060887
ENSDART00000060890	ENSDARP00000060889
ENSDART00000060898	ENSDARP00000060897
ENSDART00000060919	ENSDARP00000060918
ENSDART00000060935	ENSDARP00000060934
ENSDART00000060944	ENSDARP00000060943
ENSDART00000060955	ENSDARP00000060954
ENSDART00000060978	ENSDARP00000060977
ENSDART00000060982	ENSDARP00000060981
ENSDART00000060990	ENSDARP00000060989
ENSDART00000061016	ENSDARP00000061015
ENSDART00000061070	ENSDARP00000061069
ENSDART00000061134	ENSDARP00000061133
ENSDART00000061144	ENSDARP00000061143
ENSDART00000061146	ENSDARP00000061145
ENSDART00000061149	ENSDARP00000061148
ENSDART00000061153	ENSDARP00000061152
ENSDART00000061170	ENSDARP00000061169
ENSDART00000061189	ENSDARP00000061188
ENSDART00000061203	ENSDARP00000061202
ENSDART00000061311	ENSDARP00000061310
ENSDART00000061351	ENSDARP00000061350
ENSDART00000061365	ENSDARP00000061364
ENSDART00000061378	ENSDARP00000061377
ENSDART00000061406	ENSDARP00000061405
ENSDART00000061432	ENSDARP00000061431
ENSDART00000061473	ENSDARP00000061472
ENSDART00000061540	ENSDARP00000061539
ENSDART00000061547	ENSDARP00000061546
ENSDART00000061577	ENSDARP00000061576
ENSDART00000061616	ENSDARP00000061615
ENSDART00000061617	ENSDARP00000061616
ENSDART00000061633	ENSDARP00000061632
ENSDART00000061726	ENSDARP00000061725
ENSDART00000061738	ENSDARP00000061737
ENSDART00000061753	ENSDARP00000061752
ENSDART00000061838	ENSDARP00000061837
ENSDART00000061843	ENSDARP00000061842
ENSDART00000061860	ENSDARP00000061859
ENSDART00000061886	ENSDARP00000061885
ENSDART00000061914	ENSDARP00000061913
ENSDART00000062010	ENSDARP00000062009
ENSDART00000062066	ENSDARP00000062065
ENSDART00000062081	ENSDARP00000062080
ENSDART00000062092	ENSDARP00000062091
ENSDART00000062094	ENSDARP00000062093
ENSDART00000062116	ENSDARP00000062115
ENSDART00000062143	ENSDARP00000062142
ENSDART00000062166	ENSDARP00000062165
ENSDART00000062175	ENSDARP00000062174
ENSDART00000062191	ENSDARP00000062190
ENSDART00000062216	ENSDARP00000062215
ENSDART00000062250	ENSDARP00000062249
ENSDART00000062254	ENSDARP00000062253
ENSDART00000062257	ENSDARP00000062256
ENSDART00000062309	ENSDARP00000062308
ENSDART00000062336	ENSDARP00000062335
ENSDART00000062343	ENSDARP00000062342
ENSDART00000062360	ENSDARP00000062359
ENSDART00000062402	ENSDARP00000062401
ENSDART00000062405	ENSDARP00000062404
ENSDART00000062414	ENSDARP00000062413
ENSDART00000062415	ENSDARP00000062414
ENSDART00000062421	ENSDARP00000062420
ENSDART00000062426	ENSDARP00000062425
ENSDART00000062429	ENSDARP00000062428
ENSDART00000062507	ENSDARP00000062506
ENSDART00000062518	ENSDARP00000062517
ENSDART00000062532	ENSDARP00000062531
ENSDART00000062556	ENSDARP00000062555
ENSDART00000062569	ENSDARP00000062568
ENSDART00000062576	ENSDARP00000062575
ENSDART00000062587	ENSDARP00000062586
ENSDART00000062633	ENSDARP00000062632
ENSDART00000062671	ENSDARP00000062670
ENSDART00000062674	ENSDARP00000062673
ENSDART00000062681	ENSDARP00000062680
ENSDART00000062684	ENSDARP00000062683
ENSDART00000062687	ENSDARP00000062686
ENSDART00000062693	ENSDARP00000062692
ENSDART00000062697	ENSDARP00000062696
ENSDART00000062699	ENSDARP00000062698
ENSDART00000062704	ENSDARP00000062703
ENSDART00000062724	ENSDARP00000062723
ENSDART00000062736	ENSDARP00000062735
ENSDART00000062740	ENSDARP00000062739
ENSDART00000062745	ENSDARP00000062744
ENSDART00000062761	ENSDARP00000062760
ENSDART00000062787	ENSDARP00000062786
ENSDART00000062850	ENSDARP00000062849
ENSDART00000062868	ENSDARP00000062867
ENSDART00000062874	ENSDARP00000062873
ENSDART00000062895	ENSDARP00000062894
ENSDART00000062900	ENSDARP00000062899
ENSDART00000062908	ENSDARP00000062907
ENSDART00000062917	ENSDARP00000062916
ENSDART00000062931	ENSDARP00000062930
ENSDART00000062935	ENSDARP00000062934
ENSDART00000062941	ENSDARP00000062940
ENSDART00000062945	ENSDARP00000062944
