Transcript stable ID	Protein stable ID
ENSDART00000137870	ENSDARP00000114297
ENSDART00000137871	
ENSDART00000137872	ENSDARP00000118131
ENSDART00000137878	
ENSDART00000137884	
ENSDART00000137887	
ENSDART00000137914	
ENSDART00000137915	ENSDARP00000118942
ENSDART00000137918	ENSDARP00000118542
ENSDART00000137922	ENSDARP00000113026
ENSDART00000137924	ENSDARP00000121588
ENSDART00000137926	ENSDARP00000116264
ENSDART00000137932	ENSDARP00000114740
ENSDART00000137933	ENSDARP00000115272
ENSDART00000137936	ENSDARP00000122173
ENSDART00000137948	
ENSDART00000137950	ENSDARP00000121169
ENSDART00000137954	ENSDARP00000123227
ENSDART00000137974	
ENSDART00000137975	ENSDARP00000118154
ENSDART00000137985	ENSDARP00000115930
ENSDART00000137994	ENSDARP00000114329
ENSDART00000137997	ENSDARP00000121708
ENSDART00000138009	ENSDARP00000123459
ENSDART00000138013	
ENSDART00000138016	ENSDARP00000115600
ENSDART00000138038	
ENSDART00000138044	
ENSDART00000138055	ENSDARP00000122218
ENSDART00000138056	
ENSDART00000138058	
ENSDART00000138059	ENSDARP00000115454
ENSDART00000138069	ENSDARP00000115837
ENSDART00000138082	
ENSDART00000138094	
ENSDART00000138100	
ENSDART00000138102	ENSDARP00000121343
ENSDART00000138107	ENSDARP00000117673
ENSDART00000138113	ENSDARP00000116367
ENSDART00000138116	ENSDARP00000121048
ENSDART00000138128	ENSDARP00000114574
ENSDART00000138131	
ENSDART00000138133	ENSDARP00000114797
ENSDART00000138139	ENSDARP00000117627
ENSDART00000138146	
ENSDART00000138148	ENSDARP00000117973
ENSDART00000138149	ENSDARP00000122815
ENSDART00000138150	ENSDARP00000119497
ENSDART00000138162	ENSDARP00000116993
ENSDART00000138172	ENSDARP00000113348
ENSDART00000138173	
ENSDART00000138174	ENSDARP00000115335
ENSDART00000138179	ENSDARP00000120757
ENSDART00000138183	ENSDARP00000116798
ENSDART00000138188	ENSDARP00000114140
ENSDART00000138189	ENSDARP00000126383
ENSDART00000138193	ENSDARP00000142978
ENSDART00000138201	ENSDARP00000120894
ENSDART00000138214	ENSDARP00000120915
ENSDART00000138223	ENSDARP00000116699
ENSDART00000138242	ENSDARP00000116125
ENSDART00000138248	
ENSDART00000138253	ENSDARP00000120252
ENSDART00000138264	ENSDARP00000117730
ENSDART00000138275	
ENSDART00000138279	
ENSDART00000138284	ENSDARP00000115825
ENSDART00000138306	ENSDARP00000121745
ENSDART00000138307	
ENSDART00000138321	
ENSDART00000138322	ENSDARP00000119776
ENSDART00000138327	ENSDARP00000118110
ENSDART00000138333	ENSDARP00000122201
ENSDART00000138334	ENSDARP00000117378
ENSDART00000138338	ENSDARP00000118732
ENSDART00000138348	ENSDARP00000118777
ENSDART00000138351	ENSDARP00000117293
ENSDART00000138358	
ENSDART00000138360	ENSDARP00000117856
ENSDART00000138365	
ENSDART00000138367	ENSDARP00000125476
ENSDART00000138369	ENSDARP00000123471
ENSDART00000138380	
ENSDART00000138384	
ENSDART00000138386	ENSDARP00000119282
ENSDART00000138389	ENSDARP00000117735
ENSDART00000138395	
ENSDART00000138403	ENSDARP00000119333
ENSDART00000138404	ENSDARP00000125935
ENSDART00000138412	ENSDARP00000118287
ENSDART00000138413	ENSDARP00000117459
ENSDART00000138414	
ENSDART00000138422	
ENSDART00000138427	ENSDARP00000114449
ENSDART00000138431	ENSDARP00000115077
ENSDART00000138434	
ENSDART00000138437	ENSDARP00000116964
ENSDART00000138444	
ENSDART00000138456	
ENSDART00000138460	ENSDARP00000122101
ENSDART00000138488	ENSDARP00000117697
ENSDART00000138506	
ENSDART00000138507	
ENSDART00000138510	ENSDARP00000119542
ENSDART00000138513	
ENSDART00000138515	ENSDARP00000112776
ENSDART00000138547	ENSDARP00000119710
ENSDART00000138548	ENSDARP00000117887
ENSDART00000138549	
ENSDART00000138556	
ENSDART00000138561	
ENSDART00000138567	ENSDARP00000114800
ENSDART00000138575	ENSDARP00000120329
ENSDART00000138601	ENSDARP00000122006
ENSDART00000138603	ENSDARP00000114444
ENSDART00000138606	ENSDARP00000121984
ENSDART00000138610	
ENSDART00000138633	
ENSDART00000138635	
ENSDART00000138651	
ENSDART00000138653	ENSDARP00000118623
ENSDART00000138660	ENSDARP00000117790
ENSDART00000138661	ENSDARP00000113395
ENSDART00000138674	
ENSDART00000138676	ENSDARP00000123553
ENSDART00000138685	
ENSDART00000138692	ENSDARP00000123461
ENSDART00000138697	
ENSDART00000138704	
ENSDART00000138709	ENSDARP00000122476
ENSDART00000138710	
ENSDART00000138711	ENSDARP00000117992
ENSDART00000138725	ENSDARP00000121322
ENSDART00000138726	ENSDARP00000114024
ENSDART00000138731	
ENSDART00000138733	ENSDARP00000114471
ENSDART00000138734	ENSDARP00000122414
ENSDART00000138737	ENSDARP00000128779
ENSDART00000138745	ENSDARP00000114048
ENSDART00000138747	ENSDARP00000121235
ENSDART00000138753	ENSDARP00000119548
ENSDART00000138757	ENSDARP00000118537
ENSDART00000138764	ENSDARP00000115064
ENSDART00000138773	
ENSDART00000138776	
ENSDART00000138782	ENSDARP00000115323
ENSDART00000138792	ENSDARP00000120164
ENSDART00000138794	ENSDARP00000113506
ENSDART00000138806	ENSDARP00000120269
ENSDART00000138814	
ENSDART00000138815	
ENSDART00000138822	ENSDARP00000118681
ENSDART00000138831	ENSDARP00000112961
ENSDART00000138833	ENSDARP00000123503
ENSDART00000138836	ENSDARP00000115085
ENSDART00000138849	ENSDARP00000122030
ENSDART00000138850	ENSDARP00000113230
ENSDART00000138851	ENSDARP00000119689
ENSDART00000138855	ENSDARP00000113186
ENSDART00000138856	
ENSDART00000138859	ENSDARP00000122405
ENSDART00000138860	ENSDARP00000123010
ENSDART00000138867	ENSDARP00000117399
ENSDART00000138880	ENSDARP00000121499
ENSDART00000138886	ENSDARP00000126439
ENSDART00000138891	ENSDARP00000126819
ENSDART00000138904	ENSDARP00000120063
ENSDART00000138914	ENSDARP00000120844
ENSDART00000138935	ENSDARP00000122000
ENSDART00000138940	
ENSDART00000138942	
ENSDART00000138946	ENSDARP00000117849
ENSDART00000138947	ENSDARP00000115066
ENSDART00000138953	ENSDARP00000118377
ENSDART00000138954	ENSDARP00000114872
ENSDART00000138957	ENSDARP00000113086
ENSDART00000138963	
ENSDART00000138966	
ENSDART00000138968	
ENSDART00000138969	ENSDARP00000117116
ENSDART00000138972	ENSDARP00000113495
ENSDART00000138973	
ENSDART00000138974	ENSDARP00000116216
ENSDART00000138977	
ENSDART00000138988	ENSDARP00000115383
ENSDART00000138994	
ENSDART00000139002	ENSDARP00000115556
ENSDART00000139014	ENSDARP00000113999
ENSDART00000139017	ENSDARP00000121360
ENSDART00000139029	ENSDARP00000118043
ENSDART00000139033	ENSDARP00000116076
ENSDART00000139038	
ENSDART00000139042	ENSDARP00000114270
ENSDART00000139055	ENSDARP00000120948
ENSDART00000139064	ENSDARP00000113417
ENSDART00000139068	ENSDARP00000122199
ENSDART00000139069	ENSDARP00000120922
ENSDART00000139073	ENSDARP00000113433
ENSDART00000139081	ENSDARP00000113003
ENSDART00000139084	ENSDARP00000114931
ENSDART00000139086	ENSDARP00000119139
ENSDART00000139092	ENSDARP00000123228
ENSDART00000139093	ENSDARP00000122763
ENSDART00000139102	ENSDARP00000120819
ENSDART00000139105	
ENSDART00000139113	
ENSDART00000139131	
ENSDART00000139141	
ENSDART00000139143	ENSDARP00000122807
ENSDART00000139150	ENSDARP00000117557
ENSDART00000139166	ENSDARP00000122176
ENSDART00000139167	
ENSDART00000139168	
ENSDART00000139178	ENSDARP00000119767
ENSDART00000139180	ENSDARP00000115989
ENSDART00000139184	ENSDARP00000122912
ENSDART00000139197	ENSDARP00000112757
ENSDART00000139202	
ENSDART00000139208	
ENSDART00000139210	
ENSDART00000139215	
ENSDART00000139218	ENSDARP00000113888
ENSDART00000139220	
ENSDART00000139221	
ENSDART00000139223	ENSDARP00000128116
ENSDART00000139227	ENSDARP00000114569
ENSDART00000139237	ENSDARP00000116296
ENSDART00000139241	ENSDARP00000113766
ENSDART00000139242	ENSDARP00000125488
ENSDART00000139246	
ENSDART00000139251	
ENSDART00000139264	
ENSDART00000139277	
ENSDART00000139280	
ENSDART00000139288	ENSDARP00000123053
ENSDART00000139293	ENSDARP00000114835
ENSDART00000139307	
ENSDART00000139316	ENSDARP00000113656
ENSDART00000139319	ENSDARP00000121862
ENSDART00000139323	ENSDARP00000121696
ENSDART00000139324	ENSDARP00000123214
ENSDART00000139325	
ENSDART00000139336	ENSDARP00000120699
ENSDART00000139339	ENSDARP00000121717
ENSDART00000139340	
ENSDART00000139342	ENSDARP00000122917
ENSDART00000139350	ENSDARP00000118057
ENSDART00000139352	ENSDARP00000113187
ENSDART00000139354	ENSDARP00000122521
ENSDART00000139355	ENSDARP00000120441
ENSDART00000139356	
ENSDART00000139360	ENSDARP00000117355
ENSDART00000139368	
ENSDART00000139370	ENSDARP00000125569
ENSDART00000139382	ENSDARP00000116343
ENSDART00000139385	ENSDARP00000118910
ENSDART00000139394	ENSDARP00000123055
ENSDART00000139402	
ENSDART00000139442	
ENSDART00000139449	ENSDARP00000123132
ENSDART00000139452	ENSDARP00000122410
ENSDART00000139457	
ENSDART00000139464	
ENSDART00000139469	
ENSDART00000139476	ENSDARP00000114169
ENSDART00000139488	ENSDARP00000117342
ENSDART00000139493	ENSDARP00000113685
ENSDART00000139497	
ENSDART00000139502	ENSDARP00000120433
ENSDART00000139507	ENSDARP00000127322
ENSDART00000139515	ENSDARP00000114897
ENSDART00000139524	ENSDARP00000115115
ENSDART00000139532	
ENSDART00000139539	ENSDARP00000114570
ENSDART00000139554	ENSDARP00000118175
ENSDART00000139560	ENSDARP00000115596
ENSDART00000139563	ENSDARP00000119228
ENSDART00000139565	ENSDARP00000113204
ENSDART00000139580	ENSDARP00000115809
ENSDART00000139585	
ENSDART00000139586	ENSDARP00000123283
ENSDART00000139598	ENSDARP00000120854
ENSDART00000139599	ENSDARP00000113450
ENSDART00000139606	
ENSDART00000139610	
ENSDART00000139614	
ENSDART00000139634	ENSDARP00000120355
ENSDART00000139638	
ENSDART00000139639	
ENSDART00000139644	ENSDARP00000112866
ENSDART00000139646	
ENSDART00000139652	
ENSDART00000139657	
ENSDART00000139662	ENSDARP00000119202
ENSDART00000139678	
ENSDART00000139684	ENSDARP00000120420
ENSDART00000139687	ENSDARP00000122582
ENSDART00000139691	
ENSDART00000139696	ENSDARP00000114934
ENSDART00000139702	ENSDARP00000117716
ENSDART00000139703	ENSDARP00000120777
ENSDART00000139720	
ENSDART00000139723	
