Transcript stable ID	Protein stable ID
ENSDART00000141507	
ENSDART00000141509	
ENSDART00000141510	ENSDARP00000112683
ENSDART00000141513	ENSDARP00000114075
ENSDART00000141516	ENSDARP00000119637
ENSDART00000141521	ENSDARP00000142411
ENSDART00000141536	
ENSDART00000141557	
ENSDART00000141580	ENSDARP00000114414
ENSDART00000141581	ENSDARP00000121969
ENSDART00000141586	ENSDARP00000116004
ENSDART00000141588	ENSDARP00000112614
ENSDART00000141595	ENSDARP00000116237
ENSDART00000141611	ENSDARP00000121212
ENSDART00000141612	ENSDARP00000115687
ENSDART00000141613	
ENSDART00000141614	ENSDARP00000117122
ENSDART00000141641	
ENSDART00000141643	ENSDARP00000115862
ENSDART00000141647	ENSDARP00000118165
ENSDART00000141648	ENSDARP00000123454
ENSDART00000141657	ENSDARP00000117628
ENSDART00000141660	
ENSDART00000141679	
ENSDART00000141686	ENSDARP00000123599
ENSDART00000141692	ENSDARP00000119469
ENSDART00000141696	
ENSDART00000141703	ENSDARP00000118605
ENSDART00000141707	ENSDARP00000112951
ENSDART00000141717	ENSDARP00000116135
ENSDART00000141718	ENSDARP00000115397
ENSDART00000141724	
ENSDART00000141737	ENSDARP00000122263
ENSDART00000141753	
ENSDART00000141763	ENSDARP00000117126
ENSDART00000141766	ENSDARP00000142442
ENSDART00000141772	
ENSDART00000141774	
ENSDART00000141786	ENSDARP00000118343
ENSDART00000141802	
ENSDART00000141808	ENSDARP00000115931
ENSDART00000141824	ENSDARP00000122408
ENSDART00000141828	ENSDARP00000118028
ENSDART00000141831	ENSDARP00000115792
ENSDART00000141832	
ENSDART00000141835	ENSDARP00000122179
ENSDART00000141837	ENSDARP00000116143
ENSDART00000141840	
ENSDART00000141841	
ENSDART00000141847	ENSDARP00000117629
ENSDART00000141853	ENSDARP00000113596
ENSDART00000141856	
ENSDART00000141860	ENSDARP00000114219
ENSDART00000141864	ENSDARP00000118402
ENSDART00000141872	
ENSDART00000141875	
ENSDART00000141881	
ENSDART00000141892	ENSDARP00000121937
ENSDART00000141903	
ENSDART00000141904	ENSDARP00000114362
ENSDART00000141915	ENSDARP00000122535
ENSDART00000141928	ENSDARP00000114659
ENSDART00000141932	
ENSDART00000141943	ENSDARP00000122788
ENSDART00000141945	ENSDARP00000121784
ENSDART00000141946	
ENSDART00000141950	ENSDARP00000120903
ENSDART00000141952	ENSDARP00000120559
ENSDART00000141955	ENSDARP00000122478
ENSDART00000141956	ENSDARP00000117884
ENSDART00000141969	
ENSDART00000141974	ENSDARP00000113357
ENSDART00000141978	ENSDARP00000116952
ENSDART00000141980	
ENSDART00000141991	
ENSDART00000142004	ENSDARP00000116303
ENSDART00000142006	ENSDARP00000114759
ENSDART00000142046	ENSDARP00000117281
ENSDART00000142056	ENSDARP00000118079
ENSDART00000142057	ENSDARP00000120496
ENSDART00000142058	ENSDARP00000120804
ENSDART00000142061	ENSDARP00000117759
ENSDART00000142062	ENSDARP00000114960
ENSDART00000142070	ENSDARP00000119764
ENSDART00000142076	ENSDARP00000116590
ENSDART00000142080	ENSDARP00000120790
ENSDART00000142085	ENSDARP00000121944
ENSDART00000142086	ENSDARP00000118261
ENSDART00000142087	ENSDARP00000125579
ENSDART00000142098	ENSDARP00000116353
ENSDART00000142102	ENSDARP00000118499
ENSDART00000142106	ENSDARP00000123206
ENSDART00000142115	ENSDARP00000114976
ENSDART00000142128	
ENSDART00000142132	ENSDARP00000113173
ENSDART00000142140	ENSDARP00000119723
ENSDART00000142141	ENSDARP00000116766
ENSDART00000142145	ENSDARP00000120682
ENSDART00000142150	ENSDARP00000118843
ENSDART00000142154	ENSDARP00000123199
ENSDART00000142158	ENSDARP00000113894
ENSDART00000142161	
ENSDART00000142170	
ENSDART00000142181	ENSDARP00000122362
ENSDART00000142190	
ENSDART00000142200	
ENSDART00000142204	ENSDARP00000119868
ENSDART00000142223	ENSDARP00000119216
ENSDART00000142230	ENSDARP00000118889
ENSDART00000142241	ENSDARP00000118971
ENSDART00000142244	ENSDARP00000121420
ENSDART00000142247	ENSDARP00000120644
ENSDART00000142248	ENSDARP00000112664
ENSDART00000142253	ENSDARP00000114893
ENSDART00000142256	ENSDARP00000121281
ENSDART00000142259	ENSDARP00000119349
ENSDART00000142260	
ENSDART00000142265	ENSDARP00000115000
ENSDART00000142272	
ENSDART00000142277	
ENSDART00000142284	ENSDARP00000121928
ENSDART00000142286	
ENSDART00000142288	
ENSDART00000142312	ENSDARP00000125856
ENSDART00000142315	ENSDARP00000122404
ENSDART00000142328	ENSDARP00000122193
ENSDART00000142334	ENSDARP00000115723
ENSDART00000142336	ENSDARP00000119096
ENSDART00000142339	ENSDARP00000113969
ENSDART00000142340	
ENSDART00000142343	ENSDARP00000112734
ENSDART00000142351	ENSDARP00000117558
ENSDART00000142358	ENSDARP00000114384
ENSDART00000142401	ENSDARP00000122310
ENSDART00000142407	ENSDARP00000118086
ENSDART00000142408	
ENSDART00000142414	
ENSDART00000142425	ENSDARP00000124124
ENSDART00000142433	
ENSDART00000142439	ENSDARP00000122872
ENSDART00000142447	
ENSDART00000142455	ENSDARP00000121586
ENSDART00000142457	ENSDARP00000116175
ENSDART00000142459	
ENSDART00000142460	ENSDARP00000119076
ENSDART00000142463	ENSDARP00000120884
ENSDART00000142467	
ENSDART00000142472	
ENSDART00000142481	ENSDARP00000117542
ENSDART00000142486	ENSDARP00000121615
ENSDART00000142488	ENSDARP00000117391
ENSDART00000142494	ENSDARP00000117285
ENSDART00000142507	ENSDARP00000123282
ENSDART00000142509	ENSDARP00000113422
ENSDART00000142514	ENSDARP00000122229
ENSDART00000142516	ENSDARP00000123586
ENSDART00000142518	ENSDARP00000113893
ENSDART00000142521	
ENSDART00000142525	ENSDARP00000114597
ENSDART00000142548	ENSDARP00000119018
ENSDART00000142560	ENSDARP00000123040
ENSDART00000142565	ENSDARP00000113519
ENSDART00000142568	ENSDARP00000122960
ENSDART00000142569	ENSDARP00000122137
ENSDART00000142575	ENSDARP00000118581
ENSDART00000142598	ENSDARP00000117117
ENSDART00000142605	ENSDARP00000115970
ENSDART00000142610	ENSDARP00000123279
ENSDART00000142611	ENSDARP00000116549
ENSDART00000142627	
ENSDART00000142638	ENSDARP00000115205
ENSDART00000142645	
ENSDART00000142647	ENSDARP00000113517
ENSDART00000142648	ENSDARP00000120012
ENSDART00000142649	ENSDARP00000122431
ENSDART00000142652	
ENSDART00000142667	ENSDARP00000120639
ENSDART00000142671	ENSDARP00000117969
ENSDART00000142672	
ENSDART00000142673	
ENSDART00000142678	ENSDARP00000113054
ENSDART00000142686	ENSDARP00000113634
ENSDART00000142691	ENSDARP00000115816
ENSDART00000142694	
ENSDART00000142698	ENSDARP00000118218
ENSDART00000142702	ENSDARP00000121493
ENSDART00000142718	ENSDARP00000121694
ENSDART00000142721	ENSDARP00000114939
ENSDART00000142726	ENSDARP00000116391
ENSDART00000142727	
ENSDART00000142741	
ENSDART00000142745	ENSDARP00000113992
ENSDART00000142767	ENSDARP00000125195
ENSDART00000142768	ENSDARP00000122308
ENSDART00000142772	
ENSDART00000142778	
ENSDART00000142791	ENSDARP00000121865
ENSDART00000142804	ENSDARP00000122140
ENSDART00000142820	ENSDARP00000123613
ENSDART00000142821	ENSDARP00000118087
ENSDART00000142828	ENSDARP00000122702
ENSDART00000142831	
ENSDART00000142836	ENSDARP00000116513
ENSDART00000142837	ENSDARP00000120472
ENSDART00000142850	
ENSDART00000142851	ENSDARP00000114971
ENSDART00000142872	ENSDARP00000123275
ENSDART00000142878	ENSDARP00000120543
ENSDART00000142881	ENSDARP00000115151
ENSDART00000142887	
ENSDART00000142888	ENSDARP00000120615
ENSDART00000142889	
ENSDART00000142902	ENSDARP00000122834
ENSDART00000142918	
ENSDART00000142929	ENSDARP00000116065
ENSDART00000142938	ENSDARP00000119431
ENSDART00000142944	ENSDARP00000113717
ENSDART00000142945	ENSDARP00000122569
ENSDART00000142952	
ENSDART00000142953	ENSDARP00000117889
ENSDART00000142954	
ENSDART00000142960	
ENSDART00000142965	
ENSDART00000142970	ENSDARP00000114215
