Transcript stable ID	Protein stable ID
ENSDART00000153897	ENSDARP00000129297
ENSDART00000153916	ENSDARP00000128402
ENSDART00000153963	ENSDARP00000127992
ENSDART00000154000	
ENSDART00000154002	ENSDARP00000128212
ENSDART00000154008	ENSDARP00000129029
ENSDART00000154009	ENSDARP00000128894
ENSDART00000154021	
ENSDART00000154037	ENSDARP00000129484
ENSDART00000154066	ENSDARP00000128266
ENSDART00000154077	ENSDARP00000129860
ENSDART00000154094	ENSDARP00000128020
ENSDART00000154121	ENSDARP00000128138
ENSDART00000154165	
ENSDART00000154171	ENSDARP00000127935
ENSDART00000154173	
ENSDART00000154181	ENSDARP00000129264
ENSDART00000154223	ENSDARP00000128302
ENSDART00000154231	ENSDARP00000128433
ENSDART00000154233	ENSDARP00000129439
ENSDART00000154250	ENSDARP00000129785
ENSDART00000154259	ENSDARP00000128988
ENSDART00000154267	ENSDARP00000128687
ENSDART00000154281	ENSDARP00000128613
ENSDART00000154291	ENSDARP00000128091
ENSDART00000154297	
ENSDART00000154307	
ENSDART00000154320	ENSDARP00000129702
ENSDART00000154333	ENSDARP00000127692
ENSDART00000154339	
ENSDART00000154342	ENSDARP00000128517
ENSDART00000154343	ENSDARP00000127839
ENSDART00000154346	
ENSDART00000154348	ENSDARP00000129661
ENSDART00000154357	ENSDARP00000129506
ENSDART00000154385	ENSDARP00000128598
ENSDART00000154393	ENSDARP00000128833
ENSDART00000154403	ENSDARP00000128274
ENSDART00000154419	
ENSDART00000154420	ENSDARP00000129421
ENSDART00000154429	ENSDARP00000128354
ENSDART00000154437	ENSDARP00000127860
ENSDART00000154467	ENSDARP00000129514
ENSDART00000154479	ENSDARP00000127750
ENSDART00000154488	ENSDARP00000127695
ENSDART00000154501	ENSDARP00000129322
ENSDART00000154503	ENSDARP00000127882
ENSDART00000154504	ENSDARP00000129279
ENSDART00000154523	ENSDARP00000129333
ENSDART00000154532	ENSDARP00000129699
ENSDART00000154544	ENSDARP00000128540
ENSDART00000154561	ENSDARP00000129769
ENSDART00000154573	ENSDARP00000128886
ENSDART00000154581	
ENSDART00000154587	ENSDARP00000128848
ENSDART00000154620	
ENSDART00000154622	
ENSDART00000154628	ENSDARP00000128111
ENSDART00000154638	
ENSDART00000154639	ENSDARP00000129708
ENSDART00000154646	ENSDARP00000127735
ENSDART00000154647	ENSDARP00000128914
ENSDART00000154658	
ENSDART00000154684	ENSDARP00000127973
ENSDART00000154691	ENSDARP00000127985
ENSDART00000154696	ENSDARP00000129353
ENSDART00000154712	ENSDARP00000129122
ENSDART00000154717	ENSDARP00000129340
ENSDART00000154756	
ENSDART00000154770	ENSDARP00000127563
ENSDART00000154788	ENSDARP00000129796
ENSDART00000154790	ENSDARP00000129846
ENSDART00000154797	
ENSDART00000154809	
ENSDART00000154816	ENSDARP00000129748
ENSDART00000154824	ENSDARP00000129059
ENSDART00000154825	ENSDARP00000129398
ENSDART00000154827	ENSDARP00000127822
ENSDART00000154849	ENSDARP00000128919
ENSDART00000154900	
ENSDART00000154904	ENSDARP00000129873
ENSDART00000154911	ENSDARP00000128241
ENSDART00000154924	
ENSDART00000154940	ENSDARP00000128410
ENSDART00000154947	ENSDARP00000128350
ENSDART00000154953	ENSDARP00000128449
ENSDART00000154979	ENSDARP00000128764
ENSDART00000154985	ENSDARP00000129624
ENSDART00000155008	ENSDARP00000128122
ENSDART00000155015	ENSDARP00000129854
ENSDART00000155016	ENSDARP00000129673
ENSDART00000155020	ENSDARP00000129643
ENSDART00000155040	
ENSDART00000155051	ENSDARP00000128719
ENSDART00000155059	ENSDARP00000128843
ENSDART00000155063	
ENSDART00000155124	
ENSDART00000155152	ENSDARP00000127914
ENSDART00000155166	ENSDARP00000128836
ENSDART00000155177	ENSDARP00000128781
ENSDART00000155188	ENSDARP00000128305
ENSDART00000155192	ENSDARP00000127673
ENSDART00000155198	
ENSDART00000155239	ENSDARP00000129448
ENSDART00000155254	ENSDARP00000129236
ENSDART00000155258	
ENSDART00000155260	ENSDARP00000127552
ENSDART00000155268	ENSDARP00000128403
ENSDART00000155269	
ENSDART00000155287	ENSDARP00000129617
ENSDART00000155294	ENSDARP00000128264
ENSDART00000155308	
ENSDART00000155320	ENSDARP00000129775
ENSDART00000155324	ENSDARP00000129062
ENSDART00000155330	ENSDARP00000128829
ENSDART00000155346	ENSDARP00000128484
ENSDART00000155352	ENSDARP00000128744
ENSDART00000155363	ENSDARP00000129049
ENSDART00000155372	
ENSDART00000155376	ENSDARP00000127721
ENSDART00000155400	ENSDARP00000128801
ENSDART00000155409	ENSDARP00000128296
ENSDART00000155416	
ENSDART00000155417	ENSDARP00000128142
ENSDART00000155437	ENSDARP00000130897
ENSDART00000155438	ENSDARP00000128623
ENSDART00000155458	ENSDARP00000129820
ENSDART00000155461	ENSDARP00000129288
ENSDART00000155484	ENSDARP00000128532
ENSDART00000155506	ENSDARP00000129112
ENSDART00000155540	
ENSDART00000155545	ENSDARP00000128519
ENSDART00000155559	ENSDARP00000127600
ENSDART00000155563	ENSDARP00000128698
ENSDART00000155577	ENSDARP00000128426
ENSDART00000155610	ENSDARP00000127725
ENSDART00000155619	ENSDARP00000129833
ENSDART00000155632	ENSDARP00000127480
ENSDART00000155655	
ENSDART00000155657	
ENSDART00000155676	ENSDARP00000129028
ENSDART00000155685	ENSDARP00000128634
ENSDART00000155689	
ENSDART00000155695	
ENSDART00000155703	
ENSDART00000155712	ENSDARP00000129654
ENSDART00000155739	ENSDARP00000129819
ENSDART00000155751	ENSDARP00000129184
ENSDART00000155752	ENSDARP00000128875
ENSDART00000155780	ENSDARP00000129726
ENSDART00000155790	ENSDARP00000127769
ENSDART00000155796	ENSDARP00000127848
ENSDART00000155822	
ENSDART00000155847	ENSDARP00000129105
ENSDART00000155859	ENSDARP00000128332
ENSDART00000155860	ENSDARP00000128896
ENSDART00000155884	
ENSDART00000155899	ENSDARP00000129311
ENSDART00000155924	ENSDARP00000128325
ENSDART00000155928	ENSDARP00000129420
ENSDART00000155930	
ENSDART00000155945	
ENSDART00000155946	
ENSDART00000155956	ENSDARP00000129572
ENSDART00000155967	ENSDARP00000128168
ENSDART00000155969	ENSDARP00000128537
ENSDART00000155975	
ENSDART00000155977	ENSDARP00000128760
ENSDART00000155990	ENSDARP00000129855
ENSDART00000155995	ENSDARP00000128065
ENSDART00000156000	ENSDARP00000128595
ENSDART00000156029	ENSDARP00000129516
ENSDART00000156031	ENSDARP00000128780
ENSDART00000156032	ENSDARP00000129867
ENSDART00000156038	ENSDARP00000128983
ENSDART00000156042	
ENSDART00000156049	ENSDARP00000129137
ENSDART00000156077	
ENSDART00000156078	ENSDARP00000128152
ENSDART00000156120	ENSDARP00000129405
ENSDART00000156138	ENSDARP00000129612
ENSDART00000156143	ENSDARP00000129450
ENSDART00000156181	
ENSDART00000156215	ENSDARP00000129671
ENSDART00000156224	ENSDARP00000128735
ENSDART00000156235	ENSDARP00000127495
ENSDART00000156243	ENSDARP00000129337
ENSDART00000156244	ENSDARP00000129222
ENSDART00000156268	
ENSDART00000156276	ENSDARP00000128619
ENSDART00000156295	ENSDARP00000128891
ENSDART00000156347	ENSDARP00000127571
ENSDART00000156351	ENSDARP00000127519
ENSDART00000156356	
ENSDART00000156374	ENSDARP00000129534
ENSDART00000156375	ENSDARP00000129012
ENSDART00000156406	ENSDARP00000129786
ENSDART00000156408	
ENSDART00000156411	ENSDARP00000128597
ENSDART00000156415	ENSDARP00000128570
ENSDART00000156429	ENSDARP00000127892
ENSDART00000156431	ENSDARP00000128572
ENSDART00000156445	ENSDARP00000128679
ENSDART00000156447	ENSDARP00000128936
ENSDART00000156461	
ENSDART00000156497	
ENSDART00000156500	ENSDARP00000128154
ENSDART00000156523	ENSDARP00000128520
ENSDART00000156540	ENSDARP00000129345
ENSDART00000156557	ENSDARP00000129095
ENSDART00000156566	ENSDARP00000128655
ENSDART00000156570	ENSDARP00000128592
ENSDART00000156608	ENSDARP00000127794
ENSDART00000156612	
ENSDART00000156623	
ENSDART00000156637	ENSDARP00000128387
ENSDART00000156662	ENSDARP00000129030
ENSDART00000156681	ENSDARP00000128978
ENSDART00000156699	
ENSDART00000156700	
ENSDART00000156708	ENSDARP00000128861
ENSDART00000156722	ENSDARP00000129856
ENSDART00000156723	
ENSDART00000156726	ENSDARP00000127854
ENSDART00000156769	
ENSDART00000156793	ENSDARP00000128239
ENSDART00000156799	ENSDARP00000129560
ENSDART00000156811	ENSDARP00000129621
ENSDART00000156840	
ENSDART00000156852	
ENSDART00000156897	ENSDARP00000128495
ENSDART00000156899	
ENSDART00000156919	ENSDARP00000127624
ENSDART00000156930	
ENSDART00000156965	ENSDARP00000127556
ENSDART00000156968	ENSDARP00000127500
ENSDART00000156973	ENSDARP00000129491
ENSDART00000156974	ENSDARP00000129723
ENSDART00000156979	
ENSDART00000156982	ENSDARP00000127861
ENSDART00000156986	ENSDARP00000129845
ENSDART00000156994	ENSDARP00000129858
ENSDART00000156995	ENSDARP00000129655
ENSDART00000157012	
ENSDART00000157023	ENSDARP00000129296
ENSDART00000157029	ENSDARP00000127888
ENSDART00000157037	
ENSDART00000157077	
ENSDART00000157092	ENSDARP00000128186
ENSDART00000157097	ENSDARP00000129689
ENSDART00000157123	ENSDARP00000128195
ENSDART00000157127	ENSDARP00000128272
ENSDART00000157153	ENSDARP00000129779
ENSDART00000157154	ENSDARP00000128025
ENSDART00000157171	ENSDARP00000128539
ENSDART00000157215	
ENSDART00000157217	ENSDARP00000128190
ENSDART00000157243	ENSDARP00000128733
ENSDART00000157264	ENSDARP00000129011
ENSDART00000157272	ENSDARP00000128450
ENSDART00000157273	
ENSDART00000157285	ENSDARP00000129427
ENSDART00000157307	ENSDARP00000129548
ENSDART00000157317	ENSDARP00000128458
ENSDART00000157320	ENSDARP00000128295
ENSDART00000157324	ENSDARP00000127859
ENSDART00000157326	
ENSDART00000157369	
ENSDART00000157385	ENSDARP00000128567
ENSDART00000157396	ENSDARP00000134413
ENSDART00000157421	ENSDARP00000133640
ENSDART00000157437	ENSDARP00000141580
ENSDART00000157484	ENSDARP00000141927
ENSDART00000157494	ENSDARP00000140576
ENSDART00000157537	ENSDARP00000135100
ENSDART00000157545	
ENSDART00000157546	ENSDARP00000133159
ENSDART00000157547	ENSDARP00000140189
ENSDART00000157625	ENSDARP00000139886
ENSDART00000157662	ENSDARP00000140218
ENSDART00000157668	ENSDARP00000133982
ENSDART00000157692	ENSDARP00000137068
ENSDART00000157724	ENSDARP00000134486
ENSDART00000157725	
ENSDART00000157732	ENSDARP00000134833
ENSDART00000157763	ENSDARP00000133339
ENSDART00000157768	
ENSDART00000157786	ENSDARP00000136576
ENSDART00000157813	ENSDARP00000141510
ENSDART00000157814	ENSDARP00000140313
ENSDART00000157831	ENSDARP00000131387
ENSDART00000157839	ENSDARP00000134491
ENSDART00000157843	
ENSDART00000157847	ENSDARP00000139234
ENSDART00000157881	ENSDARP00000132460
ENSDART00000157911	ENSDARP00000130866
ENSDART00000157928	ENSDARP00000139153
ENSDART00000157993	ENSDARP00000140753
ENSDART00000158005	ENSDARP00000139049
ENSDART00000158008	
ENSDART00000158038	ENSDARP00000140808
ENSDART00000158102	ENSDARP00000134214
ENSDART00000158115	ENSDARP00000132143
ENSDART00000158118	ENSDARP00000134448
ENSDART00000158120	ENSDARP00000140671
ENSDART00000158122	ENSDARP00000136462
ENSDART00000158146	ENSDARP00000131934
ENSDART00000158181	ENSDARP00000139229
ENSDART00000158191	ENSDARP00000136316
ENSDART00000158213	ENSDARP00000131318
ENSDART00000158234	ENSDARP00000136304
ENSDART00000158252	ENSDARP00000135428
ENSDART00000158299	ENSDARP00000130551
ENSDART00000158315	ENSDARP00000141827
ENSDART00000158367	ENSDARP00000135107
ENSDART00000158378	ENSDARP00000133048
ENSDART00000158389	ENSDARP00000136871
ENSDART00000158483	ENSDARP00000140310
ENSDART00000158498	ENSDARP00000134900
ENSDART00000158501	ENSDARP00000131797
ENSDART00000158511	ENSDARP00000140720
ENSDART00000158516	
ENSDART00000158522	ENSDARP00000131593
ENSDART00000158523	ENSDARP00000131944
ENSDART00000158531	ENSDARP00000141308
ENSDART00000158533	ENSDARP00000137742
ENSDART00000158547	ENSDARP00000141650
ENSDART00000158583	ENSDARP00000130221
ENSDART00000158601	
ENSDART00000158612	ENSDARP00000133656
ENSDART00000158614	ENSDARP00000135081
ENSDART00000158643	ENSDARP00000135951
ENSDART00000158663	ENSDARP00000141916
ENSDART00000158688	ENSDARP00000141028
ENSDART00000158745	ENSDARP00000138366
ENSDART00000158754	ENSDARP00000137049
ENSDART00000158786	ENSDARP00000132677
ENSDART00000158801	ENSDARP00000140825
ENSDART00000158803	ENSDARP00000141407
ENSDART00000158809	ENSDARP00000138503
ENSDART00000158851	ENSDARP00000134728
ENSDART00000158915	ENSDARP00000137108
ENSDART00000158921	ENSDARP00000135314
ENSDART00000158923	ENSDARP00000141936
ENSDART00000158925	ENSDARP00000139641
ENSDART00000158927	ENSDARP00000132075
ENSDART00000158936	ENSDARP00000139457
ENSDART00000158947	ENSDARP00000132025
ENSDART00000158957	ENSDARP00000132365
ENSDART00000158972	ENSDARP00000138430
ENSDART00000158979	ENSDARP00000135975
ENSDART00000158988	ENSDARP00000139806
ENSDART00000158997	ENSDARP00000140373
ENSDART00000159001	ENSDARP00000141946
ENSDART00000159016	ENSDARP00000133612
ENSDART00000159031	ENSDARP00000139880
ENSDART00000159046	ENSDARP00000134705
ENSDART00000159055	ENSDARP00000136649
