Transcript stable ID	Protein stable ID
ENSDART00000129617	ENSDARP00000110078
ENSDART00000129632	ENSDARP00000110966
ENSDART00000129634	ENSDARP00000108280
ENSDART00000129679	ENSDARP00000110201
ENSDART00000129714	ENSDARP00000109592
ENSDART00000129720	ENSDARP00000112444
ENSDART00000129725	ENSDARP00000105019
ENSDART00000129743	ENSDARP00000111328
ENSDART00000129744	ENSDARP00000107703
ENSDART00000129745	ENSDARP00000105011
ENSDART00000129749	ENSDARP00000112303
ENSDART00000129803	ENSDARP00000105060
ENSDART00000129816	ENSDARP00000105563
ENSDART00000129841	ENSDARP00000111528
ENSDART00000129843	ENSDARP00000106040
ENSDART00000129844	ENSDARP00000105107
ENSDART00000129853	ENSDARP00000137314
ENSDART00000129854	ENSDARP00000106473
ENSDART00000129858	ENSDARP00000111552
ENSDART00000129870	ENSDARP00000105632
ENSDART00000129871	ENSDARP00000111657
ENSDART00000129872	ENSDARP00000110185
ENSDART00000129878	ENSDARP00000108476
ENSDART00000129886	ENSDARP00000106018
ENSDART00000129888	ENSDARP00000106507
ENSDART00000129889	ENSDARP00000111859
ENSDART00000129895	ENSDARP00000108721
ENSDART00000129903	ENSDARP00000105445
ENSDART00000129924	ENSDARP00000111817
ENSDART00000129934	ENSDARP00000111962
ENSDART00000129958	ENSDARP00000108805
ENSDART00000129965	ENSDARP00000106568
ENSDART00000129990	ENSDARP00000110810
ENSDART00000129992	ENSDARP00000108935
ENSDART00000129994	ENSDARP00000106039
ENSDART00000130035	
ENSDART00000130042	ENSDARP00000111831
ENSDART00000130062	ENSDARP00000111640
ENSDART00000130069	ENSDARP00000108594
ENSDART00000130090	ENSDARP00000107797
ENSDART00000130101	ENSDARP00000105278
ENSDART00000130103	ENSDARP00000111170
ENSDART00000130104	ENSDARP00000111963
ENSDART00000130107	ENSDARP00000109941
ENSDART00000130120	ENSDARP00000108728
ENSDART00000130125	ENSDARP00000111380
ENSDART00000130129	ENSDARP00000108771
ENSDART00000130172	ENSDARP00000104852
ENSDART00000130190	ENSDARP00000107770
ENSDART00000130208	ENSDARP00000107908
ENSDART00000130229	ENSDARP00000108156
ENSDART00000130261	ENSDARP00000111505
ENSDART00000130264	ENSDARP00000110329
ENSDART00000130270	ENSDARP00000107609
ENSDART00000130276	
ENSDART00000130278	ENSDARP00000111892
ENSDART00000130302	ENSDARP00000106966
ENSDART00000130311	ENSDARP00000104949
ENSDART00000130317	ENSDARP00000112111
ENSDART00000130347	ENSDARP00000110313
ENSDART00000130356	ENSDARP00000104702
ENSDART00000130366	ENSDARP00000110900
ENSDART00000130371	ENSDARP00000111188
ENSDART00000130375	ENSDARP00000109551
ENSDART00000130409	ENSDARP00000104491
ENSDART00000130415	ENSDARP00000111201
ENSDART00000130424	ENSDARP00000109131
