Transcript stable ID	Protein stable ID
ENSDART00000149636	ENSDARP00000124620
ENSDART00000149647	ENSDARP00000124327
ENSDART00000149659	ENSDARP00000124899
ENSDART00000149671	ENSDARP00000124512
ENSDART00000149682	ENSDARP00000124169
ENSDART00000149683	ENSDARP00000124586
ENSDART00000149685	ENSDARP00000124476
ENSDART00000149696	ENSDARP00000124972
ENSDART00000149709	ENSDARP00000124644
ENSDART00000149711	ENSDARP00000124693
ENSDART00000149719	
ENSDART00000149720	ENSDARP00000124331
ENSDART00000149722	ENSDARP00000124543
ENSDART00000149730	ENSDARP00000125060
ENSDART00000149735	ENSDARP00000124681
ENSDART00000149744	ENSDARP00000123992
ENSDART00000149746	
ENSDART00000149761	ENSDARP00000124651
ENSDART00000149765	
ENSDART00000149774	
ENSDART00000149777	ENSDARP00000124379
ENSDART00000149787	ENSDARP00000124594
ENSDART00000149788	ENSDARP00000124613
ENSDART00000149794	
ENSDART00000149804	ENSDARP00000124431
ENSDART00000149821	ENSDARP00000124710
ENSDART00000149823	ENSDARP00000124366
ENSDART00000149827	ENSDARP00000124615
ENSDART00000149855	ENSDARP00000124066
ENSDART00000149875	ENSDARP00000124837
ENSDART00000149878	ENSDARP00000124004
ENSDART00000149880	
ENSDART00000149883	
ENSDART00000149899	
ENSDART00000149901	ENSDARP00000124909
ENSDART00000149903	ENSDARP00000124683
ENSDART00000149904	
ENSDART00000149915	ENSDARP00000124390
ENSDART00000149917	ENSDARP00000124852
ENSDART00000149922	ENSDARP00000124534
ENSDART00000149924	ENSDARP00000124917
ENSDART00000149930	
ENSDART00000149940	ENSDARP00000124198
ENSDART00000149946	ENSDARP00000123772
ENSDART00000149948	
ENSDART00000149984	ENSDARP00000123792
ENSDART00000149988	ENSDARP00000124636
ENSDART00000149990	ENSDARP00000124371
ENSDART00000149991	ENSDARP00000124678
ENSDART00000150002	ENSDARP00000125074
ENSDART00000150036	ENSDARP00000124043
ENSDART00000150045	ENSDARP00000124967
ENSDART00000150049	ENSDARP00000124610
ENSDART00000150057	
ENSDART00000150064	ENSDARP00000124791
ENSDART00000150068	ENSDARP00000124730
ENSDART00000150073	
ENSDART00000150074	
ENSDART00000150084	
ENSDART00000150094	
ENSDART00000150096	ENSDARP00000124666
ENSDART00000150106	ENSDARP00000124253
ENSDART00000150111	ENSDARP00000124508
ENSDART00000150121	ENSDARP00000124754
ENSDART00000150127	
ENSDART00000150136	ENSDARP00000124797
ENSDART00000150142	
ENSDART00000150149	ENSDARP00000124976
ENSDART00000150160	ENSDARP00000125097
ENSDART00000150161	
ENSDART00000150175	ENSDARP00000124008
ENSDART00000150177	ENSDARP00000124462
ENSDART00000150184	ENSDARP00000124189
ENSDART00000150186	ENSDARP00000124114
ENSDART00000150192	ENSDARP00000125076
ENSDART00000150201	ENSDARP00000124094
ENSDART00000150202	ENSDARP00000124297
ENSDART00000150205	
ENSDART00000150208	ENSDARP00000124953
ENSDART00000150211	
ENSDART00000150214	ENSDARP00000124034
ENSDART00000150216	
ENSDART00000150221	ENSDARP00000123722
ENSDART00000150230	ENSDARP00000123919
ENSDART00000150232	ENSDARP00000123888
ENSDART00000150249	ENSDARP00000125487
ENSDART00000150264	ENSDARP00000125325
ENSDART00000150276	
ENSDART00000150278	ENSDARP00000125136
ENSDART00000150304	ENSDARP00000125270
ENSDART00000150306	ENSDARP00000125549
ENSDART00000150332	
ENSDART00000150333	
ENSDART00000150351	
ENSDART00000150352	ENSDARP00000125454
ENSDART00000150355	
ENSDART00000150357	ENSDARP00000125409
ENSDART00000150365	ENSDARP00000125397
ENSDART00000150389	ENSDARP00000125427
ENSDART00000150400	ENSDARP00000125459
ENSDART00000150407	
ENSDART00000150409	ENSDARP00000125428
ENSDART00000150426	ENSDARP00000125205
ENSDART00000150450	ENSDARP00000125246
ENSDART00000150468	ENSDARP00000125229
ENSDART00000150475	
ENSDART00000150489	ENSDARP00000125120
ENSDART00000150490	ENSDARP00000125484
ENSDART00000150493	ENSDARP00000125398
ENSDART00000150497	ENSDARP00000125235
ENSDART00000150506	
ENSDART00000150516	
ENSDART00000150517	ENSDARP00000125349
ENSDART00000150529	ENSDARP00000125512
ENSDART00000150542	
ENSDART00000150544	ENSDARP00000125467
ENSDART00000150546	ENSDARP00000125547
ENSDART00000150548	ENSDARP00000125251
ENSDART00000150579	ENSDARP00000125509
ENSDART00000150583	ENSDARP00000125453
ENSDART00000150587	ENSDARP00000125456
ENSDART00000150589	
ENSDART00000150608	ENSDARP00000125613
ENSDART00000150620	ENSDARP00000125593
ENSDART00000150629	ENSDARP00000125164
ENSDART00000150654	
ENSDART00000150664	ENSDARP00000125241
ENSDART00000150687	ENSDARP00000125368
ENSDART00000150688	
ENSDART00000150713	
ENSDART00000150724	ENSDARP00000125281
ENSDART00000150755	ENSDARP00000125588
ENSDART00000150760	ENSDARP00000125592
ENSDART00000150768	
ENSDART00000150774	
ENSDART00000150780	ENSDARP00000125208
ENSDART00000150785	
ENSDART00000150786	ENSDARP00000125386
ENSDART00000150794	ENSDARP00000125254
ENSDART00000150798	ENSDARP00000125411
ENSDART00000150811	ENSDARP00000125263
ENSDART00000150846	ENSDARP00000125360
ENSDART00000150887	ENSDARP00000126127
ENSDART00000150888	ENSDARP00000125654
ENSDART00000150911	ENSDARP00000126312
ENSDART00000150913	ENSDARP00000126075
ENSDART00000150915	ENSDARP00000125842
ENSDART00000150918	ENSDARP00000125662
ENSDART00000150919	ENSDARP00000126109
ENSDART00000150926	
ENSDART00000150934	ENSDARP00000126123
ENSDART00000150935	
ENSDART00000150940	ENSDARP00000126053
ENSDART00000150944	ENSDARP00000126196
ENSDART00000150947	ENSDARP00000126175
ENSDART00000150966	
ENSDART00000150977	ENSDARP00000125919
ENSDART00000150980	ENSDARP00000126227
ENSDART00000150996	
ENSDART00000151001	
ENSDART00000151025	ENSDARP00000126206
ENSDART00000151031	ENSDARP00000126279
ENSDART00000151034	ENSDARP00000126112
ENSDART00000151035	ENSDARP00000125832
ENSDART00000151043	ENSDARP00000125619
ENSDART00000151047	
ENSDART00000151056	ENSDARP00000126202
ENSDART00000151059	
ENSDART00000151064	ENSDARP00000125855
ENSDART00000151078	ENSDARP00000125846
ENSDART00000151080	ENSDARP00000126015
ENSDART00000151101	
ENSDART00000151110	
ENSDART00000151119	ENSDARP00000125959
ENSDART00000151125	ENSDARP00000125930
ENSDART00000151143	ENSDARP00000125806
ENSDART00000151144	ENSDARP00000126332
ENSDART00000151147	ENSDARP00000126063
ENSDART00000151150	ENSDARP00000125714
ENSDART00000151152	ENSDARP00000126135
ENSDART00000151168	ENSDARP00000126102
ENSDART00000151169	ENSDARP00000125781
ENSDART00000151171	
ENSDART00000151178	ENSDARP00000126220
ENSDART00000151184	ENSDARP00000125742
ENSDART00000151188	
ENSDART00000151192	ENSDARP00000125675
ENSDART00000151193	ENSDARP00000125720
ENSDART00000151205	ENSDARP00000126310
ENSDART00000151218	ENSDARP00000126183
ENSDART00000151220	ENSDARP00000125792
ENSDART00000151223	
ENSDART00000151226	ENSDARP00000125727
ENSDART00000151230	
ENSDART00000151237	ENSDARP00000125618
ENSDART00000151241	
ENSDART00000151242	
ENSDART00000151249	
ENSDART00000151262	
ENSDART00000151269	ENSDARP00000126132
ENSDART00000151271	ENSDARP00000125988
ENSDART00000151276	ENSDARP00000125960
ENSDART00000151280	ENSDARP00000126099
ENSDART00000151281	
ENSDART00000151282	ENSDARP00000126182
ENSDART00000151295	
ENSDART00000151315	
ENSDART00000151337	ENSDARP00000126290
ENSDART00000151342	ENSDARP00000126225
ENSDART00000151345	ENSDARP00000126098
ENSDART00000151359	ENSDARP00000126239
ENSDART00000151362	ENSDARP00000126149
ENSDART00000151365	ENSDARP00000125993
ENSDART00000151369	
ENSDART00000151375	ENSDARP00000125941
ENSDART00000151383	
ENSDART00000151391	
ENSDART00000151393	ENSDARP00000125869
ENSDART00000151404	ENSDARP00000125625
ENSDART00000151405	ENSDARP00000125844
ENSDART00000151415	ENSDARP00000126246
ENSDART00000151416	ENSDARP00000125718
ENSDART00000151424	ENSDARP00000125868
ENSDART00000151425	
ENSDART00000151437	ENSDARP00000125927
ENSDART00000151444	ENSDARP00000126093
ENSDART00000151445	ENSDARP00000126136
ENSDART00000151449	
ENSDART00000151451	
ENSDART00000151456	ENSDARP00000125822
ENSDART00000151465	ENSDARP00000125788
ENSDART00000151472	ENSDARP00000126259
ENSDART00000151474	
ENSDART00000151476	ENSDARP00000125637
ENSDART00000151487	
ENSDART00000151500	
ENSDART00000151506	ENSDARP00000126050
ENSDART00000151508	ENSDARP00000126073
ENSDART00000151509	ENSDARP00000126096
ENSDART00000151514	
ENSDART00000151521	ENSDARP00000125745
ENSDART00000151537	ENSDARP00000125950
ENSDART00000151539	ENSDARP00000126296
ENSDART00000151546	ENSDARP00000125695
ENSDART00000151548	ENSDARP00000126129
ENSDART00000151552	
ENSDART00000151562	ENSDARP00000126308
ENSDART00000151571	ENSDARP00000125812
ENSDART00000151582	
ENSDART00000151587	ENSDARP00000126054
ENSDART00000151606	ENSDARP00000125656
ENSDART00000151610	ENSDARP00000125680
ENSDART00000151613	ENSDARP00000126208
ENSDART00000151626	
ENSDART00000151630	ENSDARP00000125897
ENSDART00000151632	ENSDARP00000125906
ENSDART00000151638	ENSDARP00000125787
ENSDART00000151646	ENSDARP00000125737
ENSDART00000151673	ENSDARP00000125872
ENSDART00000151679	ENSDARP00000126025
ENSDART00000151693	ENSDARP00000125864
ENSDART00000151700	ENSDARP00000126154
ENSDART00000151716	ENSDARP00000125809
ENSDART00000151727	ENSDARP00000125998
ENSDART00000151732	ENSDARP00000125674
ENSDART00000151743	
ENSDART00000151745	
ENSDART00000151763	
ENSDART00000151766	ENSDARP00000126275
ENSDART00000151776	
ENSDART00000151786	
ENSDART00000151788	ENSDARP00000125801
ENSDART00000151792	
ENSDART00000151810	ENSDARP00000126277
ENSDART00000151822	ENSDARP00000125797
ENSDART00000151823	
ENSDART00000151849	ENSDARP00000126401
ENSDART00000151864	
ENSDART00000151885	ENSDARP00000126539
ENSDART00000151902	ENSDARP00000126344
ENSDART00000151904	ENSDARP00000126371
ENSDART00000151913	ENSDARP00000126442
ENSDART00000151926	ENSDARP00000126441
ENSDART00000151955	
ENSDART00000151961	
ENSDART00000151980	ENSDARP00000126478
ENSDART00000151999	ENSDARP00000126427
ENSDART00000152031	ENSDARP00000126484
ENSDART00000152033	ENSDARP00000126421
ENSDART00000152068	
ENSDART00000152071	ENSDARP00000126400
ENSDART00000152073	ENSDARP00000126343
ENSDART00000152077	
ENSDART00000152086	ENSDARP00000126469
ENSDART00000152087	ENSDARP00000126436
ENSDART00000152097	ENSDARP00000126408
ENSDART00000152117	ENSDARP00000126604
ENSDART00000152120	ENSDARP00000126934
ENSDART00000152122	ENSDARP00000126973
ENSDART00000152123	ENSDARP00000126767
ENSDART00000152124	ENSDARP00000127071
ENSDART00000152135	ENSDARP00000126862
ENSDART00000152147	ENSDARP00000126579
ENSDART00000152167	
ENSDART00000152173	ENSDARP00000126605
ENSDART00000152180	ENSDARP00000126937
ENSDART00000152185	ENSDARP00000126822
ENSDART00000152213	
ENSDART00000152237	ENSDARP00000127027
ENSDART00000152240	ENSDARP00000127080
ENSDART00000152247	ENSDARP00000126592
ENSDART00000152253	ENSDARP00000126942
ENSDART00000152269	ENSDARP00000127085
ENSDART00000152278	
ENSDART00000152326	ENSDARP00000126921
ENSDART00000152329	ENSDARP00000126692
ENSDART00000152345	ENSDARP00000126784
ENSDART00000152346	ENSDARP00000126616
ENSDART00000152354	ENSDARP00000126968
ENSDART00000152357	ENSDARP00000126917
ENSDART00000152369	ENSDARP00000126649
ENSDART00000152378	ENSDARP00000127055
ENSDART00000152380	ENSDARP00000126584
ENSDART00000152397	ENSDARP00000126686
ENSDART00000152400	ENSDARP00000126927
ENSDART00000152412	ENSDARP00000126738
ENSDART00000152431	ENSDARP00000126591
ENSDART00000152444	ENSDARP00000127062
ENSDART00000152455	ENSDARP00000126994
ENSDART00000152461	
ENSDART00000152462	
ENSDART00000152495	ENSDARP00000126631
ENSDART00000152499	ENSDARP00000126801
ENSDART00000152510	ENSDARP00000127079
ENSDART00000152514	ENSDARP00000126991
ENSDART00000152536	ENSDARP00000126947
ENSDART00000152548	
ENSDART00000152575	ENSDARP00000126874
ENSDART00000152583	
ENSDART00000152595	ENSDARP00000127022
ENSDART00000152603	ENSDARP00000126905
ENSDART00000152622	ENSDARP00000127021
ENSDART00000152629	
ENSDART00000152641	ENSDARP00000126769
ENSDART00000152655	ENSDARP00000126775
ENSDART00000152670	ENSDARP00000127006
ENSDART00000152672	ENSDARP00000127001
ENSDART00000152680	ENSDARP00000126906
ENSDART00000152689	ENSDARP00000126999
ENSDART00000152697	ENSDARP00000126603
ENSDART00000152702	
ENSDART00000152705	ENSDARP00000126600
ENSDART00000152707	ENSDARP00000127005
ENSDART00000152720	ENSDARP00000126944
ENSDART00000152721	ENSDARP00000126901
ENSDART00000152725	ENSDARP00000126747
ENSDART00000152727	ENSDARP00000127064
ENSDART00000152737	ENSDARP00000126623
ENSDART00000152738	
ENSDART00000152740	
ENSDART00000152745	ENSDARP00000126617
ENSDART00000152751	ENSDARP00000127044
ENSDART00000152767	ENSDARP00000126816
ENSDART00000152777	ENSDARP00000126580
ENSDART00000152778	ENSDARP00000127063
ENSDART00000152800	
ENSDART00000152806	ENSDARP00000126798
ENSDART00000152811	ENSDARP00000126929
ENSDART00000152828	ENSDARP00000126637
ENSDART00000152835	ENSDARP00000127219
ENSDART00000152842	ENSDARP00000127449
ENSDART00000152845	ENSDARP00000127439
ENSDART00000152853	
ENSDART00000152858	ENSDARP00000127405
ENSDART00000152870	ENSDARP00000127093
