Transcript stable ID	Protein stable ID
ENSDART00000143607	ENSDARP00000115291
ENSDART00000143609	
ENSDART00000143618	ENSDARP00000117133
ENSDART00000143619	ENSDARP00000116130
ENSDART00000143627	
ENSDART00000143636	
ENSDART00000143637	
ENSDART00000143641	ENSDARP00000118068
ENSDART00000143643	ENSDARP00000118512
ENSDART00000143649	ENSDARP00000122423
ENSDART00000143654	
ENSDART00000143664	ENSDARP00000113415
ENSDART00000143667	
ENSDART00000143668	ENSDARP00000119935
ENSDART00000143671	ENSDARP00000116518
ENSDART00000143675	ENSDARP00000119982
ENSDART00000143676	ENSDARP00000118051
ENSDART00000143684	
ENSDART00000143687	ENSDARP00000118684
ENSDART00000143697	ENSDARP00000120497
ENSDART00000143707	
ENSDART00000143708	
ENSDART00000143716	ENSDARP00000119561
ENSDART00000143720	ENSDARP00000117970
ENSDART00000143721	ENSDARP00000122528
ENSDART00000143723	ENSDARP00000122260
ENSDART00000143724	
ENSDART00000143745	ENSDARP00000112957
ENSDART00000143756	
ENSDART00000143757	ENSDARP00000121030
ENSDART00000143758	
ENSDART00000143759	ENSDARP00000116281
ENSDART00000143761	ENSDARP00000114285
ENSDART00000143770	
ENSDART00000143773	ENSDARP00000122721
ENSDART00000143784	ENSDARP00000113372
ENSDART00000143807	ENSDARP00000123111
ENSDART00000143809	ENSDARP00000118505
ENSDART00000143819	ENSDARP00000114200
ENSDART00000143825	
ENSDART00000143827	ENSDARP00000114163
ENSDART00000143836	ENSDARP00000122681
ENSDART00000143846	ENSDARP00000121963
ENSDART00000143849	ENSDARP00000119436
ENSDART00000143853	
ENSDART00000143857	ENSDARP00000116251
ENSDART00000143872	
ENSDART00000143873	
ENSDART00000143876	ENSDARP00000117353
ENSDART00000143880	ENSDARP00000121724
ENSDART00000143884	
ENSDART00000143901	ENSDARP00000112635
ENSDART00000143910	
ENSDART00000143917	
ENSDART00000143922	ENSDARP00000117276
ENSDART00000143923	ENSDARP00000113552
ENSDART00000143930	ENSDARP00000118611
ENSDART00000143938	ENSDARP00000119336
ENSDART00000143944	ENSDARP00000113760
ENSDART00000143948	ENSDARP00000113369
ENSDART00000143953	ENSDARP00000115347
ENSDART00000143956	ENSDARP00000121255
ENSDART00000143958	ENSDARP00000115243
ENSDART00000143959	
ENSDART00000143961	
ENSDART00000143965	ENSDARP00000119806
ENSDART00000143966	ENSDARP00000123193
ENSDART00000143973	
ENSDART00000143980	ENSDARP00000117996
ENSDART00000143983	ENSDARP00000115369
ENSDART00000143990	ENSDARP00000117904
ENSDART00000143994	ENSDARP00000119621
ENSDART00000144004	
ENSDART00000144008	
ENSDART00000144018	
ENSDART00000144022	ENSDARP00000117373
ENSDART00000144028	ENSDARP00000119186
ENSDART00000144035	ENSDARP00000122485
ENSDART00000144037	
ENSDART00000144043	
ENSDART00000144044	
ENSDART00000144058	ENSDARP00000114733
ENSDART00000144078	ENSDARP00000122690
ENSDART00000144095	
ENSDART00000144099	
ENSDART00000144100	ENSDARP00000117676
ENSDART00000144115	ENSDARP00000120254
ENSDART00000144116	ENSDARP00000120672
ENSDART00000144126	ENSDARP00000118645
ENSDART00000144138	ENSDARP00000119593
ENSDART00000144141	
ENSDART00000144142	ENSDARP00000117169
ENSDART00000144154	
ENSDART00000144164	ENSDARP00000121891
ENSDART00000144172	ENSDARP00000122151
ENSDART00000144174	ENSDARP00000114008
ENSDART00000144180	ENSDARP00000114507
ENSDART00000144198	ENSDARP00000113832
ENSDART00000144203	ENSDARP00000122360
ENSDART00000144208	ENSDARP00000115933
ENSDART00000144211	
ENSDART00000144213	
ENSDART00000144214	ENSDARP00000119700
ENSDART00000144229	ENSDARP00000120926
ENSDART00000144230	
ENSDART00000144232	ENSDARP00000123219
ENSDART00000144235	
ENSDART00000144245	ENSDARP00000121092
ENSDART00000144248	ENSDARP00000120629
ENSDART00000144252	
ENSDART00000144272	ENSDARP00000116250
ENSDART00000144280	ENSDARP00000115646
ENSDART00000144286	ENSDARP00000121654
ENSDART00000144293	ENSDARP00000119647
ENSDART00000144301	ENSDARP00000122127
ENSDART00000144303	ENSDARP00000116918
ENSDART00000144305	ENSDARP00000117755
ENSDART00000144308	ENSDARP00000118718
ENSDART00000144316	ENSDARP00000123170
ENSDART00000144319	
ENSDART00000144320	ENSDARP00000116995
ENSDART00000144322	ENSDARP00000112835
ENSDART00000144326	
ENSDART00000144327	ENSDARP00000117760
ENSDART00000144333	ENSDARP00000120783
ENSDART00000144337	ENSDARP00000118553
ENSDART00000144340	
ENSDART00000144349	ENSDARP00000114306
ENSDART00000144351	ENSDARP00000119194
ENSDART00000144353	ENSDARP00000118958
ENSDART00000144369	ENSDARP00000114577
ENSDART00000144371	ENSDARP00000119384
ENSDART00000144376	ENSDARP00000116054
ENSDART00000144382	ENSDARP00000115858
ENSDART00000144383	ENSDARP00000114689
ENSDART00000144388	ENSDARP00000116058
ENSDART00000144391	
ENSDART00000144398	
ENSDART00000144406	ENSDARP00000123630
ENSDART00000144408	ENSDARP00000115875
ENSDART00000144409	ENSDARP00000113677
ENSDART00000144415	
ENSDART00000144419	ENSDARP00000119719
ENSDART00000144423	
ENSDART00000144440	ENSDARP00000113576
ENSDART00000144455	
ENSDART00000144457	ENSDARP00000114473
ENSDART00000144468	
ENSDART00000144477	
ENSDART00000144479	ENSDARP00000120165
ENSDART00000144481	ENSDARP00000121238
ENSDART00000144485	ENSDARP00000114294
ENSDART00000144502	
ENSDART00000144514	ENSDARP00000122981
ENSDART00000144520	ENSDARP00000119804
ENSDART00000144521	ENSDARP00000118837
ENSDART00000144531	ENSDARP00000121017
ENSDART00000144532	ENSDARP00000113829
ENSDART00000144539	ENSDARP00000138242
ENSDART00000144545	ENSDARP00000120858
ENSDART00000144546	
ENSDART00000144549	ENSDARP00000119329
ENSDART00000144558	ENSDARP00000112940
ENSDART00000144564	ENSDARP00000123464
ENSDART00000144573	ENSDARP00000120503
ENSDART00000144574	ENSDARP00000116269
ENSDART00000144596	ENSDARP00000113055
ENSDART00000144599	ENSDARP00000124839
ENSDART00000144600	ENSDARP00000120092
ENSDART00000144601	
ENSDART00000144621	ENSDARP00000116430
ENSDART00000144623	ENSDARP00000116325
ENSDART00000144630	
ENSDART00000144634	
ENSDART00000144635	ENSDARP00000115171
ENSDART00000144637	ENSDARP00000116729
ENSDART00000144645	
ENSDART00000144652	ENSDARP00000117335
ENSDART00000144654	
ENSDART00000144661	
ENSDART00000144667	ENSDARP00000119995
ENSDART00000144678	ENSDARP00000122925
ENSDART00000144681	ENSDARP00000118371
ENSDART00000144686	ENSDARP00000119121
ENSDART00000144699	ENSDARP00000121623
ENSDART00000144700	ENSDARP00000119943
ENSDART00000144711	ENSDARP00000120666
ENSDART00000144712	
ENSDART00000144714	
ENSDART00000144726	
ENSDART00000144738	
ENSDART00000144745	
ENSDART00000144755	ENSDARP00000123249
ENSDART00000144766	ENSDARP00000121524
ENSDART00000144769	ENSDARP00000118275
ENSDART00000144781	ENSDARP00000118717
ENSDART00000144783	
ENSDART00000144799	ENSDARP00000113161
ENSDART00000144804	ENSDARP00000120648
ENSDART00000144805	
ENSDART00000144814	ENSDARP00000136672
ENSDART00000144821	ENSDARP00000122871
ENSDART00000144829	ENSDARP00000113175
ENSDART00000144831	ENSDARP00000112638
ENSDART00000144832	
ENSDART00000144836	
ENSDART00000144843	ENSDARP00000123670
ENSDART00000144856	ENSDARP00000113462
ENSDART00000144860	
ENSDART00000144862	ENSDARP00000119173
ENSDART00000144874	ENSDARP00000122585
ENSDART00000144892	ENSDARP00000122016
ENSDART00000144893	ENSDARP00000117711
ENSDART00000144894	ENSDARP00000117298
ENSDART00000144897	ENSDARP00000115109
ENSDART00000144901	ENSDARP00000114463
ENSDART00000144902	
ENSDART00000144911	ENSDARP00000123109
ENSDART00000144925	ENSDARP00000114388
ENSDART00000144930	
ENSDART00000144933	ENSDARP00000120052
ENSDART00000144939	ENSDARP00000114281
ENSDART00000144946	
ENSDART00000144947	ENSDARP00000120081
ENSDART00000144949	ENSDARP00000117924
ENSDART00000144955	ENSDARP00000122770
ENSDART00000144960	
ENSDART00000144961	
ENSDART00000144971	
ENSDART00000144986	ENSDARP00000114334
ENSDART00000144993	
ENSDART00000145007	ENSDARP00000121207
ENSDART00000145010	ENSDARP00000112514
ENSDART00000145013	ENSDARP00000119816
ENSDART00000145029	ENSDARP00000113607
ENSDART00000145040	
ENSDART00000145051	
ENSDART00000145057	ENSDARP00000119507
ENSDART00000145060	
ENSDART00000145062	ENSDARP00000118153
ENSDART00000145063	
ENSDART00000145066	ENSDARP00000119066
ENSDART00000145083	ENSDARP00000116486
ENSDART00000145085	
ENSDART00000145091	ENSDARP00000118964
ENSDART00000145093	ENSDARP00000114919
ENSDART00000145100	ENSDARP00000121701
ENSDART00000145111	ENSDARP00000114915
ENSDART00000145114	ENSDARP00000118236
ENSDART00000145123	ENSDARP00000123236
ENSDART00000145127	ENSDARP00000117247
ENSDART00000145131	
ENSDART00000145153	ENSDARP00000115956
ENSDART00000145172	ENSDARP00000113926
ENSDART00000145174	ENSDARP00000120754
ENSDART00000145183	
ENSDART00000145191	ENSDARP00000113410
ENSDART00000145194	
ENSDART00000145198	ENSDARP00000118847
ENSDART00000145201	ENSDARP00000113436
ENSDART00000145223	
ENSDART00000145246	ENSDARP00000120135
ENSDART00000145247	ENSDARP00000113353
ENSDART00000145251	ENSDARP00000118365
ENSDART00000145256	
ENSDART00000145263	
ENSDART00000145269	ENSDARP00000119392
ENSDART00000145287	ENSDARP00000120577
ENSDART00000145288	ENSDARP00000114305
ENSDART00000145289	
ENSDART00000145293	
ENSDART00000145300	
ENSDART00000145303	
ENSDART00000145311	
ENSDART00000145316	ENSDARP00000121692
ENSDART00000145322	ENSDARP00000113094
ENSDART00000145332	ENSDARP00000117967
ENSDART00000145334	ENSDARP00000114821
ENSDART00000145355	
ENSDART00000145357	ENSDARP00000118348
ENSDART00000145363	ENSDARP00000115633
ENSDART00000145366	ENSDARP00000114772
ENSDART00000145369	ENSDARP00000119599
ENSDART00000145373	
ENSDART00000145375	ENSDARP00000123315
ENSDART00000145378	ENSDARP00000122274
ENSDART00000145379	ENSDARP00000112948
ENSDART00000145387	ENSDARP00000118220
ENSDART00000145391	ENSDARP00000122104
ENSDART00000145396	ENSDARP00000120882
ENSDART00000145400	ENSDARP00000116636
ENSDART00000145407	
ENSDART00000145409	ENSDARP00000113155
ENSDART00000145419	ENSDARP00000120323
ENSDART00000145423	
ENSDART00000145428	
ENSDART00000145436	ENSDARP00000112786
ENSDART00000145442	
ENSDART00000145444	ENSDARP00000120338
ENSDART00000145451	ENSDARP00000123506
ENSDART00000145453	
ENSDART00000145459	ENSDARP00000119596
ENSDART00000145464	
ENSDART00000145466	ENSDARP00000120174
ENSDART00000145467	
ENSDART00000145468	
ENSDART00000145481	
ENSDART00000145483	
ENSDART00000145486	ENSDARP00000115403
ENSDART00000145505	
ENSDART00000145506	
ENSDART00000145507	
ENSDART00000145521	ENSDARP00000114251
ENSDART00000145529	
ENSDART00000145533	ENSDARP00000114936
ENSDART00000145538	ENSDARP00000114252
ENSDART00000145541	ENSDARP00000116108
ENSDART00000145571	ENSDARP00000124276
ENSDART00000145576	ENSDARP00000118407
ENSDART00000145581	
ENSDART00000145593	ENSDARP00000120282
ENSDART00000145598	ENSDARP00000115144
ENSDART00000145605	
ENSDART00000145616	ENSDARP00000113492
ENSDART00000145622	
ENSDART00000145623	
ENSDART00000145631	ENSDARP00000122463
ENSDART00000145634	ENSDARP00000122522
ENSDART00000145637	ENSDARP00000118857
ENSDART00000145639	ENSDARP00000123637
ENSDART00000145643	ENSDARP00000117723
ENSDART00000145648	
ENSDART00000145653	ENSDARP00000116629
ENSDART00000145692	ENSDARP00000114998
ENSDART00000145694	ENSDARP00000126349
ENSDART00000145704	
ENSDART00000145705	ENSDARP00000115616
ENSDART00000145715	ENSDARP00000118870
ENSDART00000145730	
ENSDART00000145735	ENSDARP00000112663
ENSDART00000145736	ENSDARP00000123639
ENSDART00000145737	ENSDARP00000113132
ENSDART00000145741	ENSDARP00000126329
ENSDART00000145744	ENSDARP00000121074
ENSDART00000145752	ENSDARP00000120351
ENSDART00000145757	ENSDARP00000120822
ENSDART00000145776	
ENSDART00000145778	ENSDARP00000114122
ENSDART00000145781	ENSDARP00000141443
ENSDART00000145787	
ENSDART00000145809	
ENSDART00000145825	ENSDARP00000121350
ENSDART00000145828	
ENSDART00000145830	
ENSDART00000145839	
ENSDART00000145842	ENSDARP00000117617
ENSDART00000145850	ENSDARP00000123429
ENSDART00000145851	
ENSDART00000145852	ENSDARP00000112695
ENSDART00000145859	ENSDARP00000121296
ENSDART00000145867	ENSDARP00000120051
ENSDART00000145871	ENSDARP00000118793
ENSDART00000145876	ENSDARP00000115913
ENSDART00000145877	
ENSDART00000145887	ENSDARP00000118584
ENSDART00000145889	
ENSDART00000145891	
ENSDART00000145893	ENSDARP00000122032
ENSDART00000145896	ENSDARP00000113470
ENSDART00000145907	ENSDARP00000113061
ENSDART00000145908	ENSDARP00000118811
ENSDART00000145910	
ENSDART00000145920	ENSDARP00000112845
ENSDART00000145930	ENSDARP00000113846
ENSDART00000145944	ENSDARP00000114222
ENSDART00000145956	ENSDARP00000115750
ENSDART00000145959	ENSDARP00000117964
ENSDART00000145965	ENSDARP00000119135
ENSDART00000145967	ENSDARP00000127271
ENSDART00000145971	ENSDARP00000123377
ENSDART00000145974	ENSDARP00000117237
ENSDART00000145987	ENSDARP00000115534
